Profile Pit No.,FAO Classification,Local Name/Series,Longitude,Latitude,Horizon,Top-Depth,Bottom Depth,Moist Color,Dry Color,Org. Carbon,Total N,CACO3,GYPSUM,PHH2O,PHKCL,PH CaCl2,ECE,Exch. Ca,Exch Mg,Exch. Na,Exch. K,Exch Al,Exch. Acid,CEC Soil,Sand,Silt,Clay,Textual Class,GRAVEL,BULKDENS
27,Umbric Gleysol,,30.26667,-12.06667,Cg1,35,57,5Y6/1,,4,0.3,,,,,5.5,,1.4,0.8,,0.1,,,4.8,59,12,29,Sandy clay Loam,,
27,Umbric Gleysol,,30.26667,-12.06667,Cg2,57,85,5Y6/1,,3,0.3,,,,,5.8,,2.7,1.6,,0.1,,,7.8,46,14,40,Sandy Clay,,
27,Umbric Gleysol,,30.26667,-12.06667,Cg3,85,100,5Y6/1,,3,0.3,,,,,5.9,,3.5,1.9,,0.1,,,8.9,42,16,42,Sandy Clay,,
28,Carbic Podzol,Kabata series,23.26667,-15.48333,Ah1,0,14,N2/,N7/,9,0.4,,,,,3.6,,,0.1,,,,,2.3,96,1,3,Sand,,
28,Carbic Podzol,Kabata series,23.26667,-15.48333,Ah2,14,24,10YR3/2,10YR6/2,6,0.2,,,,,4,,0.1,,,,,,1,96,1,3,Sand,,
28,Carbic Podzol,Kabata series,23.26667,-15.48333,Ah3,24,33,10YR3/2,10YR5/2,4,0.1,,,,,4.2,,,,,,,,0.9,93,4,3,Sand,,
28,Carbic Podzol,Kabata series,23.26667,-15.48333,BA1,33,46,10YR4/2,10YR6/2,4,,,,,,4.5,,,,,,,,0.8,96,1,3,Sand,,
28,Carbic Podzol,Kabata series,23.26667,-15.48333,BA2,46,70,10YR4/2,10YR6/2,4,,,,,,4.6,,0.1,0.1,,,,,0.7,96,1,3,Sand,,
28,Carbic Podzol,Kabata series,23.26667,-15.48333,BA3,70,85,10YR4/2,10YR6/2,,,,,,,,,,,,,,,,96,1,3,Sand,,
29,Haplic Acrisol,Mbala Series,31.5,-8.83333,Ap1,0,17,7.5YR4/4,,9,0.6,0,0,5.8,4.7,,0,1.2,0.6,,0.3,0.2,0.2,8.1,40,38,22,Loam,,1.22
29,Haplic Acrisol,Mbala Series,31.5,-8.83333,Ap2,17,25,7.5YR4/4,,7.5,0.5,0,0,5.8,4.6,,0,1.2,0.5,,0.4,0.1,0.2,7.9,38,37,25,Loam,,
29,Haplic Acrisol,Mbala Series,31.5,-8.83333,AB,25,45,5YR4/4,,4.9,0.1,0,0,6,4.6,,0,0.4,0.6,,0.5,0.1,0.2,8.4,27,32,41,Clay,,1.41
29,Haplic Acrisol,Mbala Series,31.5,-8.83333,Bt11,45,60,5YR4/8,,3.2,,0,0,6,4.7,,0,0.8,0.8,,0.5,1,0.2,9.2,25,30,45,Clay,,
29,Haplic Acrisol,Mbala Series,31.5,-8.83333,Bt12,60,80,5YR4/8,,2.3,,0,0,5.8,4.8,,0,,0.8,,0.4,,0.1,8.6,25,32,43,Clay,,
29,Haplic Acrisol,Mbala Series,31.5,-8.83333,Bt21,80,120,5YR4/8,,1.5,,0,0,6.1,5,,0,0.2,0.7,,0.3,,,6.8,25,36,39,Clay,,1.24
29,Haplic Acrisol,Mbala Series,31.5,-8.83333,,120,140,,,,,,,,,,0,,,,,,,,,,,,,
30,Haplic Acrisol,Mufilira sandy loam,31.13333,-10.16667,Ah,0,10,7.5YR3/3,,17.2,1.3,0,0,4.8,4,,0,0.2,0.7,0.1,,0.5,1.1,6.5,73,6,21,Sandy Clay Loam,,
30,Haplic Acrisol,Mufilira sandy loam,31.13333,-10.16667,AB,10,36,7.5YR5/4,,5.6,0.1,0,0,4.8,4.2,,0,,0.3,0.1,,0.9,1.3,3.6,58,6,36,Sandy Clay ,,
30,Haplic Acrisol,Mufilira sandy loam,31.13333,-10.16667,Bt1,36,72,7.5YR5/6,,3.5,0.1,0,0,4.7,4.1,,0,,0.3,,,1,1.3,2.8,48,6,46,clay,,
30,Haplic Acrisol,Mufilira sandy loam,31.13333,-10.16667,Bt21,72,100,5YR5/7,,2,,0,0,4.9,4.2,,0,,0.3,,,1.9,1.2,3.2,49,6,45,clay,,
30,Haplic Acrisol,Mufilira sandy loam,31.13333,-10.16667,Bt22,100,130,5YR5/7,,1.3,0.3,0,0,5.1,4.2,,0,,,,,1,1.2,3,48,7,45,clay,,
31,Ferralic Cambisol,Mwiemba Series,31.16667,-10.16667,Ah1,0,10,7.5YR3/2,,15.4,0.8,0,0,5.9,4.8,,0.100000001,1.3,0.8,0.1,0.2,,0.2,6,84,6,10,Loam,,1.19
31,Ferralic Cambisol,Mwiemba Series,31.16667,-10.16667,Ah2,10,20,7.5YR3/2,,5.9,0.8,0,0,6.2,4.7,,0.039999999,1.3,0.8,0.1,0.2,,,6,85,5,10,Loam,,
31,Ferralic Cambisol,Mwiemba Series,31.16667,-10.16667,BA,20,43,5YR4/6,,2.5,0.4,0,0,6.1,4.5,,0.029999999,0.5,0.5,0.1,0.2,,,2.8,82,6,12,Loamy Sand,,1.33
31,Ferralic Cambisol,Mwiemba Series,31.16667,-10.16667,Bw1,43,70,2.5YR4/6,,1.5,,0,0,6,4.5,,0.02,0.4,0.6,0.1,0.1,,0.2,2.4,81,6,13,Loamy Sand,,1.35
31,Ferralic Cambisol,Mwiemba Series,31.16667,-10.16667,Bw21,70,120,2.5YR4/8,,0.9,,0,0,5.5,4.3,,0.02,0.2,0.5,0.1,0.1,0.4,0.6,2.6,77,4,19,Sandy loam,,
31,Ferralic Cambisol,Mwiemba Series,31.16667,-10.16667,Bw22,120,150,2.5YR4/8,,0.7,,0,0,5.3,4.2,,0.02,0.2,0.5,,0.1,0.6,0.8,3,78,2,20,Sandy loam,,
32,Haplic Ferralsol,Malashi Series,31.28333,-8.91667,Ap1,0,6,5YR4/4,,21,1.2,0,0,5.5,4.4,,0,1.8,0.8,0.3,,0.5,0.7,14.8,30,19,51,Clay,,
32,Haplic Ferralsol,Malashi Series,31.28333,-8.91667,Ap2,6,12,5YR4/4,,13,0.8,0,0,5.9,4.6,,0,1.2,1.1,0.3,,0.2,0.3,13.5,28,12,60,Clay,,1.2
32,Haplic Ferralsol,Malashi Series,31.28333,-8.91667,BA,12,30,5YR4/8,,7,0.3,0,0,6.3,5,,0,1,0.9,0.2,,,,11.1,26,14,60,Clay,,1.17
32,Haplic Ferralsol,Malashi Series,31.28333,-8.91667,Bt1,30,54,2.5YR3/6,,5,0.4,0,0,5.7,5.3,,0,0.6,1,0.2,,,0.1,9.5,24,13,63,Clay,,
32,Haplic Ferralsol,Malashi Series,31.28333,-8.91667,Bt2,54,80,2.5YR3/6,,3,,0,0,5.8,5.5,,0,0.6,0.9,0.2,,,,9.4,26,16,58,Clay,,1.03
32,Haplic Ferralsol,Malashi Series,31.28333,-8.91667,Bt3,80,110,2.5YR4/6,,3,,0,0,6,5.6,,0,0.1,1,0.3,,,0.1,9.5,25,14,61,Clay,,
32,Haplic Ferralsol,Malashi Series,31.28333,-8.91667,Bt4,110,130,2.5YR4/6,,4,,0,0,5.5,5.2,,0,1.6,0.8,0.2,,0.1,0.1,10,24,16,60,Clay,,1.1
32,Haplic Ferralsol,Malashi Series,31.28333,-8.91667,C,130,145,,,,,,,,,,0,,,,,,,,60,18,22,Sandy Clay Loam,,
33,Rhodic Ferralsol,Malashi clay,28.18333,-13.51667,Ah,0,6,2.5YR3/4,2.5YR4/4,18.1,1.1,0,0,5.2,4.2,,0,0.8,0.7,0.2,,0.8,1.2,9.3,34,19,47,Clay,,
33,Rhodic Ferralsol,Malashi clay,28.18333,-13.51667,BA,6,25,10R4/6,10R4/8,8.1,0.7,0,0,5,4.1,,0,0.2,0.7,0.1,,1.2,1.5,8.6,23,15,62,Clay,,
33,Rhodic Ferralsol,Malashi clay,28.18333,-13.51667,Bt1,25,68,10R4/6,10R5/6,4.2,0.4,0,0,5.1,4.2,,0,0.4,0.3,,,0.3,1.1,6.7,19,12,69,Clay,,
33,Rhodic Ferralsol,Malashi clay,28.18333,-13.51667,Bt21,68,100,10R4/6,10R5/6,2.9,0.4,0,0,5.3,4.6,,0,0.6,0.7,,,,0.4,6.7,19,14,67,Clay,,
33,Rhodic Ferralsol,Malashi clay,28.18333,-13.51667,Bt22,100,250,10R4/6,10R5/6,2,0.3,0,0,5.4,4.8,,0,0.8,0.7,0.1,,,0.2,5.4,19,13,68,Clay,,
33,Rhodic Ferralsol,Malashi clay,28.18333,-13.51667,C1,250,300,,,2.2,0.3,0,0,5.5,5,,0,1,0.7,,,,0.2,5.8,17,15,68,Clay,,
33,Rhodic Ferralsol,Malashi clay,28.18333,-13.51667,C2,300,315,,,,,,,,,,0,,,,,,,,90,9,1,Sand,,
34,Rhodic Ferralsol,Mangango Series,31.16667,-10.16667,Ah,0,7,5YR3/3,,27,,0,0,5,4.3,,0,1.6,0.3,0.2,,0.5,0.8,7.1,70,9,21,Sandy clay Loam,,
34,Rhodic Ferralsol,Mangango Series,31.16667,-10.16667,BA,7,24,2.5YR3/5,,12,,0,0,5,4.1,,0,0.6,0.1,0.1,,1,1.3,5.2,70,9,21,Sandy clay Loam,,
34,Rhodic Ferralsol,Mangango Series,31.16667,-10.16667,Bt1,24,40,2.5YR3/6,,4,,0,0,5.1,4.2,,0,0.1,,0.1,,0.8,1,2.6,67,7,26,Sandy clay Loam,,
34,Rhodic Ferralsol,Mangango Series,31.16667,-10.16667,Bt2,40,70,2.5YR3/6,,2,,0,0,5.2,4.3,,0,0.4,0.1,0.1,,0.8,0.7,2.4,67,6,27,Sandy clay Loam,,
34,Rhodic Ferralsol,Mangango Series,31.16667,-10.16667,Bt3,70,100,2.5YR3/6,,1,,0,0,5,4.3,,0,,0.1,,,0.6,0.8,1.9,65,7,28,Sandy clay Loam,,
34,Rhodic Ferralsol,Mangango Series,31.16667,-10.16667,Bt4,100,130,2.5YR4/6,,2,,0,0,4.9,4.2,,0,0.1,,,,0.6,0.9,1.7,65,8,27,Sandy clay Loam,,
34,Rhodic Ferralsol,Mangango Series,31.16667,-10.16667,C,130,155,2.5YR4/6,,1,,0,0,5.1,4.2,,0,0.1,,,,0.7,0.8,1.7,65,8,27,Sandy clay Loam,,
35,Xanthic Ferralsol,Misamfu Series,31.16667,-10.16667,Ah,0,12,10YR3/4,,9.1,0.3,0,0,5.5,4.3,,0,0.4,0.3,0.5,,0.5,0.7,3.5,80,4,16,Sandy Loam,,1.28
35,Xanthic Ferralsol,Misamfu Series,31.16667,-10.16667,AB,12,32,7.5YR4/4,,3.8,0.3,0,0,5.1,4.3,,0,,0.3,,,0.7,0.8,3.5,76,5,19,Sandy  Loam,,1.28
35,Xanthic Ferralsol,Misamfu Series,31.16667,-10.16667,Bw1,32,50,7.5YR5/6,,2.6,0.4,0,0,5.2,4.3,,0,0.2,0.3,,,0.4,0.5,2.3,70,5,25,Sandy Clay Loam,,
35,Xanthic Ferralsol,Misamfu Series,31.16667,-10.16667,Bw12,50,72,7.5YR5/6,,2,,0,0,5.1,4.2,,0,,0.3,,,0.5,0.8,2.2,68,5,27,Sandy Clay Loam,,
35,Xanthic Ferralsol,Misamfu Series,31.16667,-10.16667,Bw2,72,106,7.5YR5/6,,1.4,0.3,0,0,5,4.2,,0,,,,,0.7,0.8,2.8,67,6,27,Sandy Clay Loam,,1.28
35,Xanthic Ferralsol,Misamfu Series,31.16667,-10.16667,Bw31,106,130,7.5YR5/6,,1.4,0.3,0,0,5,4.2,,0,,,,,0.7,0.8,1.9,67,8,25,Sandy Clay Loam,,
35,Xanthic Ferralsol,Misamfu Series,31.16667,-10.16667,Bw32,130,160,7.5YR5/6,,0.6,0.4,0,0,5,4.2,,0,,,,,0.6,0.8,2,66,8,26,Sandy Clay Loam,,
36,Xanthic Ferralsol,Misamfu sandy loam,31.16667,-10.16667,Ah,0,14,10YR3/2,,7.1,0.399999976,0,0,5.7,4.2,,0,0.6,0.3,0.1,,0.4,0.7,6.8,78,5,17,Sandy loam,,
36,Xanthic Ferralsol,Misamfu sandy loam,31.16667,-10.16667,AB,14,40,10YR4/4,,3.9,0.299999982,0,0,5.8,4.1,,0,0.4,0.2,0.1,,0.6,0.8,6,68,4,28,Sandy Clay Loam,,
36,Xanthic Ferralsol,Misamfu sandy loam,31.16667,-10.16667,Bw1,40,60,10YR5/6,,1.9,0.199999988,0,0,5.9,4.3,,0,0.3,0.2,0.1,,0.2,0.5,4.9,64,7,29,Sandy Clay Loam,,
36,Xanthic Ferralsol,Misamfu sandy loam,31.16667,-10.16667,Bw2,60,110,10YR5/6,,1.6,,0,0,5.4,4.1,,0,,0.2,0.1,,0.6,0.9,4.8,65,1,34,Sandy Clay Loam,,
37,Carbic Podzol,Kaande Series,23.26667,-15.22917,Ah1,0,3,10YR2/1,,19,1.5,0,0,4.4,3.5,,0.07,1.9,0.5,,0.1,0.3,0.8,9,97,2,1,Sand,,
37,Carbic Podzol,Kaande Series,23.26667,-15.22917,Ah2,3,10,10YR2/1,,16.7,1,0,0,4.2,3.1,,0.029999999,0.2,,,,0.4,1.3,7,98,1,1,Sand,,
37,Carbic Podzol,Kaande Series,23.26667,-15.22917,Ah3,10,28,10YR2/1,,8.6,0.5,0,0,4.3,3.2,,0.02,0.1,,,,1,1.5,3.2,98,1,1,Sand,,
37,Carbic Podzol,Kaande Series,23.26667,-15.22917,E1,28,47,,10YR3/1,5.2,0.2,0,0,4.6,3.7,,0.02,0.1,,,,0.6,1,2.8,98,1,1,Sand,,
37,Carbic Podzol,Kaande Series,23.26667,-15.22917,E2,47,59,,10YR3/1,3.7,0.2,0,0,4.7,3.9,,0.02,0.1,,,,0.4,0.7,2,98,1,1,Sand,,
37,Carbic Podzol,Kaande Series,23.26667,-15.22917,EB,59,74,,10YR3/1,3.6,0.1,0,0,5,4.3,,0.02,0.1,,,,0.3,0.6,1,98,1,1,Sand,,
37,Carbic Podzol,Kaande Series,23.26667,-15.22917,Bh11,74,88,,10YR2/2,5.6,0.2,0,0,5,4.4,,0.01,0.1,,,,0.4,0.7,1.6,98,1,1,Sand,,
37,Carbic Podzol,Kaande Series,23.26667,-15.22917,Bh12,88,104,,10YR2/2,5.1,0.2,0,0,5.1,4.6,,0.01,0.1,,,,0.3,0.5,2.2,98,1,1,Sand,,
37,Carbic Podzol,Kaande Series,23.26667,-15.22917,Bh2,104,120,,10YR3/4,4.2,0.2,0,0,5.3,4.7,,0.01,0.1,,,,0.3,0.4,1,97,1,2,Sand,,
37,Carbic Podzol,Kaande Series,23.26667,-15.22917,,120,140,,,3.600000143,0.099999994,0,0,5.199999809,4.699999809,,0.01,0.100000001,0,,0,0.200000003,0.300000012,1.799999952,98,1,1,Sand,,
38,Dystric Regosol,unnamed,31.16667,-10.16667,Ah,0,16,10YR3/2,10YR4/3,9,0.6,0,0,5.5,4.3,,0.109999999,1.1,0.4,0.1,0.2,0.1,0.3,4.8,83,8,9,Loamy Sand,,
38,Dystric Regosol,unnamed,31.16667,-10.16667,AC,16,30,7.5YR4/4,7.5YR5/4,4.5,0.3,0,0,6,4.4,,0.039999999,0.4,0.4,0.1,0.1,0.2,0.3,2.7,83,7,10,Loamy Sand,,
38,Dystric Regosol,unnamed,31.16667,-10.16667,C1,30,50,5YR5/6,7.5YR6/6,1.5,0.2,0,0,6,4.3,,0.02,0.4,0.4,0.1,0.1,0.1,0.3,2.2,79,7,14,Loamy Sand,,1.5
38,Dystric Regosol,unnamed,31.16667,-10.16667,C2,50,63,5YR5/6,7.5YR6/6,0.9,,0,0,6.1,4.3,,0.02,0.4,0.4,0.1,0.1,,,2.2,84,7,9,Loamy Sand,,
38,Dystric Regosol,unnamed,31.16667,-10.16667,2Btb1,63,94,2.5YR4/6,2.5YR6/8,1.7,,0,0,5.6,3.9,,0.01,0.4,0.6,0.1,0.2,1.5,2,4.8,64,7,29,Sandy Clay loam,,1.51
38,Dystric Regosol,unnamed,31.16667,-10.16667,2Btb2,94,120,2.5YR4/6,2.5YR6/8,1.3,,0,0,5.5,3.9,,0.01,0.4,0.4,0.1,0.3,1.7,2,5.2,58,5,37,Sandy Clay,,
39,Ferric Acrisol,Ipafu series,25.23333,-13.76667,Ah,0,9,10YR4/2,10YR6/2,7.8,,,,6.7,,5.9,0,2.2,0.8,,0.3,0.1,0.1,5.3,64,26,10,Sandy Loam,,
39,Ferric Acrisol,Ipafu series,25.23333,-13.76667,AB,9,17,10YR5/3,10YR7/2,3.2,,0,0,5.3,,4.4,0,0.5,0.7,,0.2,,,3.7,52,30,18,Sandy Loam,,
39,Ferric Acrisol,Ipafu series,25.23333,-13.76667,BA,17,31,10YR6/4,10YR7/3,2.4,,0,0,5.2,,4.2,0,0.3,0.7,,0.3,,,3.1,40,24,36,Clay Loam,,
39,Ferric Acrisol,Ipafu series,25.23333,-13.76667,Bt1,31,100,10YR6/4,10YR7/3,1.7,,0,0,5.4,,4.3,0,0.7,0.8,,0.4,,,6.5,37,23,40,Clay Loam,1,
39,Ferric Acrisol,Ipafu series,25.23333,-13.76667,Bt2,100,155,10YR7/3,10YR7/4,,,0,0,5.5,,4.4,0,0.9,0.9,,0.3,,,6.1,40,24,36,Clay Loam,5,
40,Ferric Acrisol,"Mahare sereis, Kasempe variant",25.41667,-13.86667,Ah,0,10,10YR4/2,10YR6/2,9.8,,,,6.6,,5.5,0,2.7,0.8,,0.1,0.1,0.1,6.2,61,20,19,Sandy loam,4,
40,Ferric Acrisol,"Mahare sereis, Kasempe variant",25.41667,-13.86667,BA,10,30,10YR4/4,10YR6/3,2.2,,0,0,5.9,,5.2,0,0.6,0.5,,0.1,,,2.6,66,20,14,Sandy Loam,,
40,Ferric Acrisol,"Mahare sereis, Kasempe variant",25.41667,-13.86667,Bt1,30,60,10YR6/5,,2.1,,0,0,6,,5.1,0,0.6,0.8,,0.1,,,3.6,69,13,18,Sandy loam,,
40,Ferric Acrisol,"Mahare sereis, Kasempe variant",25.41667,-13.86667,Bt2,60,85,10YR6/6,,1.4,,0,0,5.5,,4.4,0,0.4,0.9,,0.1,,,4.5,53,19,28,Sandy Clay Loam,,
40,Ferric Acrisol,"Mahare sereis, Kasempe variant",25.41667,-13.86667,Cg1,85,115,10YR6/4,,1.8,,0,0,5.4,,4.4,0,0.1,1,,,,,4.1,56,17,27,Sandy Clay Loam,2,
40,Ferric Acrisol,"Mahare sereis, Kasempe variant",25.41667,-13.86667,Cg2,115,165,10YR6/4,,,,0,0,5.6,,4.4,0,,0.8,,,,,3.3,54,20,26,Sandy Clay,2,
41,Ferric Acrisol,"Kahere series, Kasempa variant",25.53333,-13.63333,Ah,0,6,10YR3/3,10YR4/2,11.6,,,,6.6,,5.8,0,2.5,0.9,,0.4,0.1,0.1,8.2,48,22,30,Clay Loam,,
41,Ferric Acrisol,"Kahere series, Kasempa variant",25.53333,-13.63333,BA,6,20,7.5YR4/4,7.5YR5/4,3.1,,0,0,5.7,,4.7,0,0.4,0.6,,0.2,,,4.5,52,24,24,Sandy clay loam,,
41,Ferric Acrisol,"Kahere series, Kasempa variant",25.53333,-13.63333,Bt1,20,60,10YR5/6,,0.8,,0,0,5.3,,4.3,0,0.3,0.4,,0.3,,,4.4,47,17,36,Clay Loam,1,
41,Ferric Acrisol,"Kahere series, Kasempa variant",25.53333,-13.63333,Bt2,60,110,10YR5/6,,1.5,,0,0,5.7,,4.6,0,0.1,0.5,,0.2,,,4.5,45,23,32,Sandy Clay Loam,,
41,Ferric Acrisol,"Kahere series, Kasempa variant",25.53333,-13.63333,Bw,110,160,10YR6/6,,,,0,0,5.8,,4.9,0,0.7,0.6,,0.1,,,4.4,49,18,33,Sandy Clay Loam,,
41,Ferric Acrisol,"Kahere series, Kasempa variant",25.53333,-13.63333,Bg,160,220,5YR8/1,,,,0,0,5.9,,5.3,0,0.6,0.8,,0.1,,,4.2,46,19,35,Sandy clay Loam,,
42,Haplic Acrisol,Mayando series,26.18333,-12.4,Ah,0,6,10YR3/2,10YR5/1,21.7,,0,0,5.8,,5,0,2,0.7,,0.2,,,7.4,44,23,33,Clay Loam,,
42,Haplic Acrisol,Mayando series,26.18333,-12.4,AB,6,12,10YR5/3,10YR6/2,7.8,,0,0,5.7,,4.6,0,0.9,0.4,,0.1,,,5.1,29,21,50,Clay,,
42,Haplic Acrisol,Mayando series,26.18333,-12.4,BA,12,20,10YR5/6,10YR7/3,3.2,,0,0,5.8,,4.4,0,0.3,0.2,,0.1,,,4.1,32,18,50,Clay,,
42,Haplic Acrisol,Mayando series,26.18333,-12.4,Bu1,20,62,10YR5/3,10YR7/6,3.2,,0,0,6.1,,4.5,0,0.1,0.2,,0.1,,,4,30,21,49,Clay,,
42,Haplic Acrisol,Mayando series,26.18333,-12.4,Bu2,62,160,7.5YR5/6,7.5YR7/6,,,0,0,6.2,,4.5,0,0.1,0.2,,0.1,,,3.4,33,20,47,Clay,13,
42,Haplic Acrisol,Mayando series,26.18333,-12.4,Bg,160,200,2.5Y6/6,5YR5/6,,,0,0,6.1,,4.4,0,0.1,0.1,,0.1,,,3.4,41,18,41,Clay,19,
43,Ferralic Arenosol,"Chinsali, Kalahari phase",24.2,-12.05,Ah,0,5,5YR3/2,5YR3/3,8,,0,0,5.1,,4.1,0.1,0.4,0.2,,0.1,,,3.7,76,19,5,Loamy Sand,,
43,Ferralic Arenosol,"Chinsali, Kalahari phase",24.2,-12.05,BA,5,18,5YR4/6,,5.4,,0,0,4.6,,3.8,0.1,,,,,,,3.2,76,18,6,Loamy Sand,,
43,Ferralic Arenosol,"Chinsali, Kalahari phase",24.2,-12.05,Bw1,18,32,5YR3/6,,5.1,,0,0,4.8,,4,0.1,0.1,,,,,,2.5,72,14,14,Sandy loam,,
43,Ferralic Arenosol,"Chinsali, Kalahari phase",24.2,-12.05,Bw2,32,53,5YR3/6,,3.5,,0,0,5,,4.1,0.1,0.1,,,,,,2,74,14,12,Sandy loam,,
43,Ferralic Arenosol,"Chinsali, Kalahari phase",24.2,-12.05,Bw3,53,100,2.5YR4/6,,,,0,0,5,,4.2,0.1,0.1,,,,,,1.6,74,14,12,Sandy loam,,
43,Ferralic Arenosol,"Chinsali, Kalahari phase",24.2,-12.05,Bw3,100,160,2.5YR4/6,,,,0,0,5,,4.1,0.1,,,,,,,1.4,66,18,16,Sandy loam,,
44,Geric Ferralsol,Munama series,26.36667,-13.1,Ah,0,6,2.5YR3/4,2.5YR4/6,17.3,,0,0,5.2,,4.4,0,0.4,0.8,,0.4,,,11.5,28,25,47,Clay,,
44,Geric Ferralsol,Munama series,26.36667,-13.1,AB,6,30,2.5YR3/4,2.5YR4/6,5.2,,0,0,5.3,,4.4,0,0.1,0.5,,0.2,,,7.7,23,21,56,Clay,,
44,Geric Ferralsol,Munama series,26.36667,-13.1,Bws1,30,69,10YR3/5,,1.8,,0,0,5.7,,4.5,0,0.1,0.6,,0.2,,,7.5,25,17,58,Clay,1,
44,Geric Ferralsol,Munama series,26.36667,-13.1,Bws2,69,130,10YR3/6,,1.9,,0,0,5.9,,4.5,0,0.1,0.6,,0.1,,,6.4,24,21,55,Clay,,
44,Geric Ferralsol,Munama series,26.36667,-13.1,Bws2,130,190,1OYR3/6,,,,0,0,5.9,,4.5,0,0.1,0.6,,0.1,,,6.8,19,22,59,Clay,,
45,Geric Ferralsol,"Meheba series, acric phase",26.2,-12.38333,Ah,0,10,5YR3/6,5YR4/6,17.6,,0,0,4.9,,4,0,0.1,0.1,,0.2,,,8.3,12,22,66,Clay,,
45,Geric Ferralsol,"Meheba series, acric phase",26.2,-12.38333,BAu1,10,25,5YR3/6,5YR4/6,13,,0,0,4.9,,4,0,0.1,0.2,,0.2,,,6.8,21,20,59,Clay,,
45,Geric Ferralsol,"Meheba series, acric phase",26.2,-12.38333,BAu2,25,40,2.5YR3/6,2.5YR4/6,8.2,,0,0,5.1,,4.1,0,,0.1,,,,,5.2,26,15,59,Clay,,
45,Geric Ferralsol,"Meheba series, acric phase",26.2,-12.38333,Bws,40,100,2.5YR3/6,2.5YR4/8,4.6,,0,0,5.8,,4.2,0,,,,,,,4.5,27,18,55,Clay,,
45,Geric Ferralsol,"Meheba series, acric phase",26.2,-12.38333,Bws,100,150,2.5YR3/6,2.5YR4/8,,,0,0,6.1,,4.4,0,0.1,0.1,,,,,3.7,25,16,59,Clay,,
45,Geric Ferralsol,"Meheba series, acric phase",26.2,-12.38333,Bws,150,200,2.5YR3/6,2.5YR4/8,,,0,0,6.2,,4.4,0,,,,,,,3.1,26,14,60,Clay,,
46,Haplic Ferralsol,"Misamfa series, Kalahari phase",24.21667,-11.71667,Ah,0,15,7.5YR2/3,7.5YR3/2,17.6,,0,0,4.6,,3.7,0,0.2,0.1,,0.1,,,10.7,62,22,16,Sandy Loam,,
46,Haplic Ferralsol,"Misamfa series, Kalahari phase",24.21667,-11.71667,BA,15,35,5YR4/4,5YR4/6,8,,0,0,4.8,,3.9,0,0.1,,,,,,3.9,56,30,14,Sandy Loam,,
46,Haplic Ferralsol,"Misamfa series, Kalahari phase",24.21667,-11.71667,Bws1,35,70,5YR4/6,,3.5,,0,0,4.8,,4,0,0.1,,,,,,3.3,58,18,24,Sandy Clay loam,,
46,Haplic Ferralsol,"Misamfa series, Kalahari phase",24.21667,-11.71667,Bws2,70,125,5YR4/8,5YR6/8,,,0,0,4.8,,4,0,0.1,,,,,,2.2,54,21,25,Sandy Clay loam,,
46,Haplic Ferralsol,"Misamfa series, Kalahari phase",24.21667,-11.71667,Bws2,125,180,2.5YR4/8,,,,0,0,5.2,,4.2,0,0.1,,,,,,2.1,58,16,26,Sandy Clay loam,,
47,Haplic Ferralsol,Misamfu series,24.4,-11.76667,Ah,0,7,7.5YR3/3,7.5YR4/3,16.8,,0,0,4.9,,4,0,0.5,0.3,,0.2,,,9.2,64,15,21,Sandy Clay loam,,
47,Haplic Ferralsol,Misamfu series,24.4,-11.76667,AB,7,15,5YR4/4,5YR5/6,9.2,,0,0,4.7,,3.9,0,0.1,0.1,,0.1,,,6.1,71,10,19,Sandy Loam,,
47,Haplic Ferralsol,Misamfu series,24.4,-11.76667,BA,15,58,5YR4/6,,5.3,,0,0,4.8,,4,0,0.1,0.1,,,,,5,60,11,29,Sandy Clay Loam,,
47,Haplic Ferralsol,Misamfu series,24.4,-11.76667,Bws1,58,78,5YR3/6,5YR4/6,3.9,,0,0,5,,4.1,0,0.7,1.5,,,,,4.3,59,9,32,Sandy Clay Loam,,
47,Haplic Ferralsol,Misamfu series,24.4,-11.76667,Bws2,78,130,2.5YR4/8,,,,0,0,5.2,,4.1,0,0.1,,,,,,3.7,47,21,32,Sandy Clay Loam,,
48,Haplic Ferralsol,Kasempe series,25.85,-13.21667,Ah,0,11,7.5YR5/4,7.5YR4/4,12.4,,0,0,5,,4.1,0,0.3,0.5,,0.7,,,11,12,34,54,Clay,1,
48,Haplic Ferralsol,Kasempe series,25.85,-13.21667,Bws,11,26,5YR4/8,5YR5/6,7.8,,0,0,5,,4.1,0,0.1,0.2,,0.3,,,10.2,11,27,62,Clay,2,
48,Haplic Ferralsol,Kasempe series,25.85,-13.21667,Bws2,26,82,5YR6/6,5YR4/8,3,,0,0,5.4,,4.2,0,0.1,0.3,,0.3,,,8.5,14,33,53,Clay,3,
48,Haplic Ferralsol,Kasempe series,25.85,-13.21667,BWs3,82,123,5YR5/8,5YR5/8,1.2,,0,0,5.7,,4.4,0,0.1,0.1,,0.2,,,6.9,14,36,50,Clay,4,
48,Haplic Ferralsol,Kasempe series,25.85,-13.21667,BCs,123,190,5YR4/6,5YR6/6,,,0,0,5.6,,4.3,0,0.1,0.1,,0.2,,,7.8,11,32,57,Clay,66,
